index,park,city
82,/있/을/ /수/ /없/는/ /추/억/이/ /있/는/가/ /하/면/ /잊/지/ /못/할/ /과/거/를/ /가/지/고/ /있/지,/저/번/에/ /산/책/하/면/서/ /강/아/지/를/ /봤/는/데/ /정/말/ /귀/여/웠/어/
83,/누/구/에/게/나/ /잊/고/ /싶/은/ /과/거/가/ /있/어/./ /그/럴/ /수/ /있/다/면/ /진/작/에/ /잊/었/을/ /거/야/././.,/저/번/에/ /아/이/들/이/ /뛰/어/다/녔/는/데/ /빗/길/에/ /미/끄/러/지/지/ /않/을/까/ /걱/정/이/야/
84,/수/목/원/에/ /가/고/ /싶/다/./ /비/ /오/고/ /난/ /후/면/ /공/기/가/ /정/말/ /맑/을/ /거/야,/하/늘/은/ /넓/으/면/서/도/ /좁/은/ /거/ /같/아/./ /생/각/하/기/ /나/름/이/지/
85,/우/산/ /색/깔/이/ /여/러/ /가/지/ /있/는/ /거/ /같/아/./ /디/자/인/도/ /모/양/도/ /다/ /달/라,/골/목/길/에/서/ /고/양/이/를/ /본/ /적/이/ /있/었/어/./ /비/를/ /피/하/고/ /있/었/지/
86,/밤/하/늘/에/ /불/꽃/놀/이/는/ /정/말/ /아/름/다/운/ /광/경/이/야/./ /언/젠/가/ /보/고/ /싶/어,/배/고/프/면/ /옆/에/서/ /사/ /먹/을/ /수/ /있/어/
87,/달/팽/이/가/ /기/어/가/는/데/ /정/말/ /열/심/히/ /움/직/이/는/ /거/ /같/았/어/./ /열/심/히/ /살/아/가/는/ /건/ /좋/은/ /거/야,/열/심/히/ /걸/어/ /다/녀/서/ /체/력/을/ /키/워/야/겠/어/
88,/꽃/가/게/를/ /지/나/가/는/데/ /꽃/잎/에/ /이/슬/ /맺/힌/ /모/습/이/ /아/름/다/웠/어/./ /또/르/르/ /굴/러/가/는/데/ /신/기/했/지,/가/끔/ /이/ /모/든/ /것/이/ /꿈/일/까/ /하/는/ /생/각/을/ /해/
89,/머/리/가/ /눅/눅/해/진/ /거/ /같/아/. /집/에/ /가/서/ /말/려/야/지,/항/상/ /이/기/는/ /게/임/만/ /있/을/ /수/는/ /없/어/./ /지/는/ /게/임/도/ /있/어/
90,/밖/에/ /오/래/ /있/으/면/ /감/기/에/ /걸/리/니/까/ /적/당/히/ /있/어/야/겠/지,/(/조/용/히/ /쏟/아/지/는/ /비/를/ /쳐/다/보/고/ /있/다/)/
91,/아/프/면/ /약/을/ /먹/어/야/ /하/니/까/ /싫/어/./ /아/프/지/ /않/았/으/면/ /좋/겠/어,/요/즘/에/는/ /정/보/가/ /빠/르/게/ /퍼/지/는/ /거/ /같/아/
92,/주/변/에/ /사/람/이/ /많/아/도/ /외/롭/다/고/ /생/각/ /할/ /수/ /있/어/./ /아/무/리/ /많/아/도/ /나/를/ /알/아/주/는/ /사/람/이/ /없/다/면,/우/울/한/ /생/각/을/ /하/면/ /멈/출/ /수/가/ /없/어/ /././끝/없/이/ /이/어/져/가/
93,/(/바/람/이/ /불/자/ /우/산/이/ /흔/들/렸/다/./),/처/음/ /보/는/ /사/람/에/게/ /밝/게/ /인/사/를/ /하/고/ /싶/지/만/ /././어/려/운/ /일/이/야/
94,/살/아/가/는/데/ /기/억/에/ /의/존/하/며/ /살/아/갈/ /때/가/ /있/지,/옆/에/ /사/람/이/ /지/나/갈/ /때/ /물/이/ /튄/ /적/이/ /있/어/./ /웅/덩/이/를/ /밟/았/나/ /봐/
95,/놀/이/터/에/서/ /놀/다/가/ /비/가/ /오/면/ /집/에/를/ /가/야/ /했/지/./ /안/ /그/러/면/ /비/가/ /다/ /맞/아/서/ /감/기/에/ /걸/리/면/ /걱/정/하/니/까,/저/기/ /지/나/가/는/ /사/람/은/ /전/화/를/ /계/속/하/고/ /있/어/./ /화/를/ /내/면/서/
96,/무/엇/을/ /해/야/ /할/지/ /모/를/ /때/는/ /잠/시/ /생/각/을/ /그/만/두/고/ /눈/을/ /감/고/ /쉬/는/ /게/ /좋/아,가/끔/ /밖/에/ /나/가/면/ /기/분/전/환/도/ /되/고/ /좋/아/
97,/지/금/ /아/무/ /생/각/이/ /없/어/./ /이/런/ /느/낌/이/ /나/쁘/지/는/ /않/아/./ /항/상/ /복/잡/한/ /생/각/으/로/ /가/득/ /찼/거/든,건/물/에/는/ /얼/마/나/ /많/은/ /사/람/이/ /있/을/까/./ /상/상/이/ /안/ /돼/
98,배/고/픈/데/ /먹/을/ /것/을/ /살/려/면/ /길/ /건/너/편/으/로/ /가/야/ /해/./ /나/중/에/ /가/지/ /뭐,/잘/못/한/ /것/을/ /사/과/해/야/ /하/는/ /것/은/ /어/려/운/ /일/이/야/./ /평/생/ /못/하/는/ /사/람/도/ /있/으/니/까/
99,좋/은/ /것/이/ /있/으/면/ /나/쁜/ /것/도/ /항/상/ /따/라/다/니/지,/지/금/ /자/유/로/울/ /때/ /마/음/껏/ /만/끽/하/는/ /것/이/ /좋/아/./ /자/유/롭/지/ /못/하/면/ /그/리/울/ /테/니/까/
100,마/음/이/ /편/안/해/지/는/ /기/분/이/야/./ /너/도/ /그/랬/으/면/ /좋/겠/어,/시/간/이/ /흘/러/도/ /세/상/은/ /여/전/히/ /변/함/없/을/ /거/야/ /././아/마/도/
101,/(/조/용/히/ /눈/을/ /감/고/ /있/다/가/ /조/심/스/레/ /떴/다/./),/비/ /오/니/까/ /탁/했/던/ /공/기/가/ /맑/아/진/ /거/ /같/아/
